DepMap_ID,stripped_cell_line_name,CCLE_Name,sex,primary_disease,Subtype,lineage.x,lineage_subtype,lineage_sub_subtype,lineage.y,1st_rank_DEG,2nd_rank_DEG,3rd_rank_DEG,4th_rank_DEG,5th_rank_DEG,6th_rank_DEG,7th_rank_DEG,8th_rank_DEG,9th_rank_DEG,10th_rank_DEG
ACH-000106,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,lymphocyte,CCL3,HLA-DQA1,CCL22,HLA-DRA,CCL4L2,CCL4,RGS1,CCR7,CCL3L3,SLAMF1
ACH-000107,CAPAN2,CAPAN2_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,RARRES1,KLK6,LCN2,CST6,SNCG,TACSTD2,TGM2,LOXL4,MMP7,FGF19
ACH-000108,KP3,KP3_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine",pancreas,exocrine,exocrine_adenosquamous,pancreas,TM4SF4,CALB2,TNFRSF6B,LGALS2,SNCG,NMUR2,CDHR2,PDZK1IP1,ITGB4,HKDC1
ACH-000109,NCIH3255,NCIH3255_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,CEACAM6,S100A9,SFTA2,NAPSA,ADGRF5,CXCL17,SRPX2,SLC34A2,XAGE1B,STEAP4
ACH-000110,NCCSTCK140,NCCSTCK140_STOMACH,Female,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,S100A9,IGF2,FABP4,GJB6,S100A8,KRT13,KRT6A,SPINK5,VCX3A,HCAR2
ACH-000111,HCC1187,HCC1187_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2neg,breast,MGP,FDCSP,ELN,ODAM,CSN3,RARRES1,BARX2,PNMA5,CRYAB,SULT1E1
ACH-000112,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",blood,AML,M5,blood,MPO,LYZ,RNASE2,PPP1R27,PRTN3,RETN,AZU1,ELANE,AIF1,MNDA
ACH-000113,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",blood,AML,M4,blood,ORM1,LYZ,PPP1R27,AZU1,CTSG,MS4A3,RNASE2,SRGN,TYROBP,CACNA2D4
ACH-000114,SU8686,SU8686_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,LCN2,SAA1,SAA2,PRSS2,CXCL5,AGR2,KRT81,PRSS1,S100A9,PRSS22
ACH-000115,VCAP,VCAP_PROSTATE,Male,Prostate Cancer,Adenocarcinoma,prostate,prostate_adenocarcinoma,,prostate,KLK2,NPY,SPON2,ACP3,ITM2A,KLK3,PRAC1,AR,CRISP3,FOLH1
ACH-000116,OAW28,OAW28_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,LMO3,CDH6,ERP27,CLDN6,WFDC2,VTCN1,CT45A1,SPON1,CLDN10,TAC1
ACH-000117,EFM192A,EFM192A_BREAST,Female,Breast Cancer,Adenocarcinoma,breast,breast_adenocarcinoma,ERpos_HER2pos,breast,SCGB2A2,KRT81,SPDEF,FXYD3,ERBB2,S100P,S100A14,GRB7,SPTSSB,BCAS1
ACH-000118,HUPT3,HUPT3_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,CXCL5,ICAM2,SFTA2,MUCL3,ESM1,AREG,MAL2,CGB5,LY6D,LCN2
ACH-000119,HS863T,HS863T_FIBROBLAST,Female,Fibroblast,Bone,fibroblast,fibroblast_bone,,fibroblast,ELN,GREM1,COL1A2,POSTN,ACAN,DCN,SCUBE3,MFAP5,COL1A1,TAGLN
ACH-000120,CHP212,CHP212_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,CD36,HGF,CRH,COL3A1,SLITRK6,IGF2,LUM,COLEC10,SCG2
ACH-000121,NCIH2405,NCIH2405_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,CXCL5,SCG2,SPP1,SUSD2,MMP7,ANPEP,KRT5,IGFBP1,ALDH3A1,THBD
ACH-000122,SUPT11,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",blood,ALL,t_cell,blood,CD52,PTGDS,CD3D,CD3E,PTPRC,CD5,CD3G,CD6,GMFG,IL10RA
ACH-000123,COV434,COV434_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, endometrioid",ovary,ovary_adenocarcinoma,endometrioid,ovary,NTS,TMEM100,CRYAB,HGF,VGLL2,FAM9C,DSC1,SOX17,GPC4,DSG1
ACH-000124,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,DNTT,IGLL1,VPREB1,HLA-DRA,TCL1A,CD52,TCL1B,SASH3,CD79A,NRN1
ACH-000125,TO175T,TO175T_FIBROBLAST,Male,Fibroblast,Lymphoma,fibroblast,fibroblast_lymphocyte,,fibroblast,DCN,COL1A2,ELN,COL1A1,POSTN,PI16,HSPB7,SULF1,GREM1,CXCL12
ACH-000126,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Oligodendroglioma,central_nervous_system,glioma,oligodendroglioma,central_nervous_system,CST1,SERPINE1,IL1B,CCL2,MSMP,IL13RA2,SERPIND1,RPS4Y1,HGF,RTN1
ACH-000127,SLR20,SLR20_KIDNEY,Unknown,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,SHISA3,DHRS2,MAGEB2,IL18,IL7R,RFPL4A,KISS1,RTBDN,MT1E,KRT7
ACH-000128,LN319,LN319_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Astrocytoma,central_nervous_system,glioma,astrocytoma,central_nervous_system,DLK1,CXCL14,PDPN,CCL2,PRSS35,MFAP5,SCG2,SOX2,TNC,RBP1
ACH-000129,NCIH1341,NCIH1341_LUNG,Female,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,KRT14,CHI3L1,UGT1A6,AKR1B10,KRT5,PRAC1,SPARCL1,CPLX2,ELN,NEFH
ACH-000130,NALM19,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,DNTT,IGLL1,VPREB1,TCL1A,LEF1,PROM1,IRAG2,KCNK9,VAT1L,RCSD1
ACH-000131,HS229T,HS229T_FIBROBLAST,Male,Fibroblast,Lung,fibroblast,fibroblast_lung,,fibroblast,GREM1,COL1A2,DCN,CXCL12,TAGLN,HSPB6,COL1A1,G0S2,SFRP1,CCL2
ACH-000132,JHOS2,JHOS2_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,MAL,KLK5,SPOCK2,CST6,FOLR1,MT1G,LCN2,TACSTD2,KRT7,SPON1
ACH-000133,HS729,HS729_SOFT_TISSUE,Male,Fibroblast,Soft tissue,fibroblast,fibroblast_soft_tissue,,fibroblast,COL3A1,POSTN,COL1A2,COL1A1,GREM1,DCN,PTX3,SULF1,ITGA11,SPARC
ACH-000134,HS274T,HS274T_FIBROBLAST,Female,Fibroblast,Breast,fibroblast,fibroblast_breast,,fibroblast,SERPINB2,ELN,COL1A2,PTX3,COL1A1,GREM1,RGS4,CD248,DCN,IGFBP5
ACH-000135,HS940T,HS940T_FIBROBLAST,Male,Fibroblast,Skin,fibroblast,fibroblast_skin,,fibroblast,COL1A2,ACAN,ACTA2,POSTN,COL1A1,TAGLN,GREM1,BGN,COL3A1,SPARC
ACH-000136,CHP126,CHP126_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,HAND2,MYCN,DDX1,PHOX2B,ARHGAP36,PHOX2A,PRPH,MAB21L2,TLX2,CHGA
ACH-000137,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Astrocytoma,central_nervous_system,glioma,astrocytoma,central_nervous_system,CHI3L1,RARRES2,XAGE1B,VCX3A,MAGEA4,GAGE2E,GAGE1,PTGDS,TUBA3C,POSTN
ACH-000138,CFPAC1,CFPAC1_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,MMP7,PADI1,LCN2,TM4SF4,DEFB1,GABRP,ANXA10,TCN1,AQP5,CEACAM6
ACH-000139,PANC0327,PANC0327_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,C6orf15,KLK10,IFI27,CST6,KRT7,KLK6,HSD11B1,G0S2,FGFBP1,CXorf49
ACH-000140,PFEIFFER,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,CCL17,CD79B,JCHAIN,HLA-DRA,CD52,HLA-DQA1,MS4A1,TNFRSF17,CD8A,CD74
ACH-000141,SNU308,SNU308_BILIARY_TRACT,Unknown,Gallbladder Cancer,Adenocarcinoma,bile_duct,gallbladder_adenocarcinoma,,bile_duct,ALDH3A1,KRT6A,AKR1B10,KRT4,SPP1,S100A2,GPX2,CEACAM5,PNMA5,AKR1C2
ACH-000142,CAL29,CAL29_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,KRT5,KRT13,UPK1B,KRT17,KRT4,UGT1A10,GKN1,IVL,ACKR3,HCAR2
ACH-000143,HCC2429,HCC2429_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",lung,NSCLC,,lung,NTS,ALB,SPINK6,SELENOP,SERPINB12,DCN,HPGD,AFP,PPBP,SERPINB5
ACH-000144,RERFGC1B,RERFGC1B_STOMACH,Male,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,IGF2,VCX3A,SEMA3D,ALPG,CXCL14,TNNT3,LGALS14,MFAP5,CYP26A1,COMP
ACH-000145,SKLMS1,SKLMS1_SOFT_TISSUE,Female,Sarcoma,Leiomyosarcoma,soft_tissue,leiomyosarcoma,,soft_tissue,SPANXA2,SPANXA1,SPANXB1,SPANXC,SPANXD,COL1A2,SERPINB2,COL6A3,ANPEP,SERPINB7
ACH-000146,THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",blood,AML,M5,blood,CTSG,AZU1,PRTN3,ELANE,CHI3L1,RNASE2,MS4A6A,APOC2,CA2,PLD4
ACH-000147,T47D,T47D_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERpos_HER2neg,breast,PIP,SERPINA6,MGP,AGR2,PRLR,AGR3,GATA3,KRT19,IGFBP5,SPDEF
ACH-000148,HS578T,HS578T_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,POSTN,COL1A2,COL6A3,COL3A1,KRT14,ACTG2,COL1A1,SULF1,THY1,TAGLN
ACH-000149,SKNSH,SKNSH_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,SCG2,COL3A1,HAND2,C7,POSTN,SERPINE1,PHOX2A,RGS5,RGS4,STMN2
ACH-000150,HCC2935,HCC2935_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,CEACAM6,PRODH,SFTA2,RNASE1,AGR2,ADGRF5,CST1,NAPSA,PLAT,CAPN8
ACH-000151,JM1,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,TCL1B,JCHAIN,CD79B,IGLL1,TCL1A,IRAG2,RUBCNL,CD79A,HLA-DRA,NIBAN3
ACH-000152,M059K,M059K_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,NPPB,HAPLN1,CD36,TAGLN,ACTG2,COL1A2,POSTN,IGFBP5,BEX1,PSG4
ACH-000153,NCIH2052,NCIH2052_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,PSG5,ESM1,THY1,NPPB,SERPINB2,CPA4,MMP1,AOX1,PSG4,HBB
ACH-000154,HS888T,HS888T_FIBROBLAST,Male,Fibroblast,Bone,fibroblast,fibroblast_bone,,fibroblast,DCN,COL1A2,SFRP1,GREM1,THY1,COL6A3,COL1A1,HSPB6,FOSB,RGS4
ACH-000155,SW1990,SW1990_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,CALB1,KISS1,IFI27,TNFRSF6B,TGM2,MFAP5,CGB5,S100A4,RBP1,C19orf33
ACH-000156,MHHCALL4,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,TCL1A,DNTT,IGLL1,JCHAIN,VPREB3,NIBAN3,ARMH1,CD79A,VPREB1,HLA-DRA
ACH-000157,A4FUK,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,MZB1,JCHAIN,IRF4,CD38,CTAG2,LAG3,IL2RB,AMPD1,CD4,VCX3A
ACH-000158,OCILY3,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,NIBAN3,SPIB,CD37,CLECL1,CXCL13,MS4A1,TFEC,NCF2,SELL,CT45A1
ACH-000159,OSRC2,OSRC2_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,GAL3ST1,FGB,IGFBP3,IGFN1,IL6,RARRES2,PTHLH,C5orf46,SERPINE1,NDUFA4L2
ACH-000160,BT12,BT12_SOFT_TISSUE,Female,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),soft_tissue,ATRT,,soft_tissue,DLK1,MYL2,PSG1,PPP1R14A,C15orf48,ARSI,SOST,LY6D,CPXM1,CRABP2
ACH-000161,CORL105,CORL105_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,HLA-DRA,HLA-DRB1,CD74,TFPI2,VCY1B,HLA-DPA1,HLA-DPB1,HLA-DQA1,VCY,TM4SF4
ACH-000162,GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,TCL1A,IGLL5,JCHAIN,CD79A,CD79B,CD52,MS4A1,FCRLA,IRF8,NIBAN3
ACH-000163,SW579,SW579_THYROID,Male,Thyroid Cancer,Squamous Cell Carcinoma,thyroid,thyroid_squamous,,thyroid,COL1A2,BGN,COL6A3,COL1A1,THY1,GREM1,SLC14A1,CYTL1,TMEM119,PDGFRA
ACH-000164,PANC1,PANC1_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,PPP1R14A,CCL2,FBXO27,ANPEP,FBXO17,LXN,CRABP2,KRT19,PLEKHG2,DKK1
ACH-000165,HS751T,HS751T_FIBROBLAST,Male,Fibroblast,Lymphoma,fibroblast,fibroblast_lymphocyte,,fibroblast,ELN,COL1A2,POSTN,COL1A1,ACTA2,TAGLN,DCN,COL3A1,ACAN,RGS4
ACH-000166,KASUMI6,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",blood,AML,M2,blood,PRSS57,SRGN,APOC2,CTSG,AZU1,NCF4,STAB1,CTSW,AIF1,IGLL1
ACH-000168,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",blood,AML,M5,blood,LYZ,CTSG,DEFB1,ELANE,RNASE2,MPO,AIF1,HLA-DRA,PRTN3,SRGN
ACH-000169,RD,RD_SOFT_TISSUE,Female,Sarcoma,"Rhabdomyosarcoma, embryonal",soft_tissue,rhabdomyosarcoma,embryonal,soft_tissue,COL3A1,IGF2,DES,CHRNA1,ACTC1,MYL1,MYLPF,TNNI1,MYH3,TNNT2
ACH-000171,VMRCRCZ,VMRCRCZ_KIDNEY,Unknown,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,SLC17A3,FXYD2,AKR1B10,UGT1A9,CLDN2,SPP1,RELN,FN1,IGFN1,NPNT
ACH-000172,TM87,TM87_SOFT_TISSUE,Unknown,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,PENK,MGP,MYOC,NEFM,DCN,COL3A1,POSTN,ALDH1A1,OLFML2B,NEFL
ACH-000173,JHUEM3,JHUEM3_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,uterus,endometrial_adenocarcinoma,,uterus,HTN3,AMTN,SPP1,MMP7,WFDC2,VCAM1,KRT23,SERPINA1,KLK6,CLDN6
ACH-000174,CAL62,CAL62_THYROID,Female,Thyroid Cancer,"Carcinoma, anaplastic",thyroid,thyroid_carcinoma,anaplastic,thyroid,G0S2,MT1E,MT2A,TDRD9,KRTAP2-3,RNF212,PAEP,PDPN,TGM2,PLAU
ACH-000175,TE159T,TE159T_FIBROBLAST,Male,Fibroblast,Soft tissue,fibroblast,fibroblast_soft_tissue,,fibroblast,ELN,COL1A2,COMP,THBS4,PRELP,PENK,SFRP2,COL1A1,MFAP5,PRG4
ACH-000176,LOUNH91,LOUNH91_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,POSTN,SERPINE1,SPANXA2,SPANXB1,SPANXA1,PSG4,DHRS2,TGFBI,SPANXD,GFRA1
ACH-000177,NCIH660,NCIH660_PROSTATE,Male,Prostate Cancer,Small Cell Carcinoma,prostate,prostate_small_cell,,prostate,ASCL1,CEACAM6,CEACAM5,CALML3,GPC3,NKX2-1,SLC34A2,FXYD6,CPLX2,TMEM179
ACH-000178,HS766T,HS766T_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,KRT5,ECSCR,ALDH3A1,KRT14,MGP,KISS1,GKN2,ANXA8,TIMP3,TNFRSF6B
ACH-000179,NCIH1618,NCIH1618_LUNG,Female,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,DLK1,GHRH,KRT40,PCSK2,ASCL1,INSM1,KLK12,KLK11,PCP4,OTX2
ACH-000180,HS839T,HS839T_FIBROBLAST,Female,Fibroblast,Skin,fibroblast,fibroblast_skin,,fibroblast,COL1A2,DCN,ELN,PENK,COL1A1,ACAN,COL6A3,CD248,POSTN,MFAP5
ACH-000181,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,KRT14,S100A7,KRT6A,KRTDAP,LCE3D,PI3,SPRR1B,KRT5,S100A8,S100A9
ACH-000182,SNU869,SNU869_BILIARY_TRACT,Unknown,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",bile_duct,cholangiocarcinoma,extrahepatic,bile_duct,LCN2,MMP7,KLK6,KRT23,SERPINA3,TCN1,RNASE1,AQP5,RARRES1,RBP1
ACH-000184,HS343T,HS343T_FIBROBLAST,Female,Fibroblast,Breast,fibroblast,fibroblast_breast,,fibroblast,COL1A2,GREM1,COL1A1,COL3A1,THY1,TIMP3,SULF1,DCN,LOX,TAGLN
ACH-000185,HS737T,HS737T_FIBROBLAST,Female,Fibroblast,Bone,fibroblast,fibroblast_bone,,fibroblast,COL1A2,POSTN,COL1A1,ELN,GREM1,TAGLN,ITGA11,ACTA2,BGN,COL6A3
ACH-000186,NCIH2444,NCIH2444_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",lung,NSCLC,,lung,LCN2,SAA1,SAA2,XAGE1B,CXCL1,RBP1,IL1B,C15orf48,WFDC2,INHBA
ACH-000187,CORL311,CORL311_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,RGS13,MYMX,POU2F3,CPLX3,C11orf53,AVIL,PSD2,BMX,AZGP1,SPIB
ACH-000188,SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,KRT14,KRT5,KRT6A,IFI27,COL17A1,KRT17,MMP9,S100A2,SAA1,KRT6B
ACH-000189,RCC10RGB,RCC10RGB_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,IGFBP3,PDZK1IP1,SERPINE1,NDUFA4L2,GAL3ST1,ACKR3,RRAD,IGFN1,UGT1A9,C15orf48
ACH-000190,HDMYZ,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Hodgkins",lymphocyte,hodgkin_lymphoma,,lymphocyte,HBE1,PRAC1,ESM1,MT1A,ANPEP,CXCL6,STC1,HLA-DRB1,SFRP1,OSTN
ACH-000191,BHT101,BHT101_THYROID,Female,Thyroid Cancer,"Carcinoma, papillary",thyroid,thyroid_carcinoma,papillary,thyroid,CFB,VCAM1,PAEP,UBD,PAGE5,CST1,XAGE1B,XAGE1A,CTAG2,TNFRSF4
ACH-000192,MFE280,MFE280_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,uterus,endometrial_adenocarcinoma,,uterus,SPAG11B,SPON1,PTGDS,LYPD1,SPAG11A,PAX8,SLPI,WFDC2,SEMA5B,S100A1
ACH-000194,HS934T,HS934T_FIBROBLAST,Female,Fibroblast,Skin,fibroblast,fibroblast_skin,,fibroblast,COL1A2,ELN,GREM1,DCN,COL1A1,COL6A3,COMP,ACAN,MFAP5,HSPB6
ACH-000195,SET2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,Acute Myelogenous Leukemia (AML),blood,AML,,blood,HBA1,HBA2,HBG2,CA1,FCER1A,HDC,HBB,MYL4,ITGA2B,CD36
ACH-000196,HCC1599,HCC1599_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2neg,breast,AZGP1,OBP2B,KRT5,AARD,KRT75,KRT16,CALCB,CRYAB,KRT23,MMP7
ACH-000197,TALL1,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",blood,ALL,t_cell,blood,CD3D,CHI3L2,CD3E,MZB1,CD300A,AIF1,CD7,EPHB6,LCK,ZAP70
ACH-000198,EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",blood,AML,M5,blood,PRSS57,ITGAL,AIF1,PPP1R27,LAIR1,HLA-DRA,LYZ,AZU1,MS4A6A,TYROBP
ACH-000199,HS255T,HS255T_FIBROBLAST,Female,Fibroblast,Colorectal,fibroblast,fibroblast_colorectal,,fibroblast,DCN,IGFBP5,GREM1,ACAN,COL1A2,SULF1,TMEM176B,ACTG2,THY1,ELN
ACH-000200,NMCG1,NMCG1_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,SPP1,LRRC17,MFAP5,DKK3,FLG,SCG2,THBS1,EFEMP1,PTN,IL13RA2
ACH-000201,A204,A204_SOFT_TISSUE,Female,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,CRH,PENK,MGP,COL11A1,DLK1,FGFBP2,PEG3,HGF,FIBIN,HPD
ACH-000202,COLO320,COLO320_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,CDX2,CD36,HDC,APCDD1,SELENBP1,ABCB1,THBS4,AXIN2,LRATD2,PRSS56
ACH-000203,NH6,NH6_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,VIP,CYRIA,PHOX2A,MYCN,STMN2,HAND2,MARCHF11,PRPH,PHOX2B,ELAVL4
ACH-000205,PK59,PK59_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,KRT86,KRT13,WFDC2,KRT6A,TH,S100P,CEACAM6,HSPA6,CALB1,MUC4
ACH-000206,C8166,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Unknown,Lymphoma,ATL,lymphocyte,ATL,,lymphocyte,CD5,LSP1,IRF4,IL2RA,TNNI2,CD48,HLA-DQA1,BCL2A1,LTA,LAPTM5
ACH-000207,DETROIT562,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Female,Head and Neck Cancer,"Squamous Cell Carcinoma, pharynx",upper_aerodigestive,upper_aerodigestive_squamous,pharynx,upper_aerodigestive,CST6,KRT5,FGFBP1,S100A9,LCN2,CYP24A1,EFEMP1,CLDN11,S100A2,MMP10
ACH-000208,U178,U178_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL1A2,COL1A1,COL3A1,THY1,MMP2,COL6A3,POSTN,SIGLEC15,SERPINE1,ANPEP
